age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,age_group,probabilidad_exito
48,admin.,married,high.school,no,no,no,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,Maduro,0.6747295936717315
50,self-employed,unknown,basic.6y,no,no,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,Maduro,0.5102046470261223
31,technician,married,university.degree,no,no,no,cellular,oct,tue,2,12,3,failure,-1.1,94.601,-49.5,0.982,4963.6,Adulto,0.9201514609355403
34,admin.,single,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Adulto,0.6672990289815
30,admin.,married,university.degree,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,Joven,0.7127929709314581
21,student,single,high.school,no,no,no,cellular,oct,tue,2,999,0,nonexistent,-1.1,94.601,-49.5,1.037,4963.6,Joven,0.9119211855432919
26,admin.,single,university.degree,no,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Joven,0.5173593365083298
44,blue-collar,married,professional.course,no,yes,no,cellular,jun,fri,3,3,1,success,-2.9,92.963,-40.8,1.268,5076.2,Adulto,0.9328659656449847
35,technician,married,university.degree,no,yes,yes,cellular,mar,wed,1,999,1,failure,-1.8,93.369,-34.8,0.651,5008.7,Adulto,0.8793531633952173
52,admin.,single,high.school,no,no,no,telephone,jul,mon,1,999,1,failure,-1.7,94.215,-40.3,0.793,4991.6,Maduro,0.7594150423419824
46,admin.,married,professional.course,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Maduro,0.6395955073806776
36,management,married,university.degree,no,no,yes,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,Adulto,0.7067738660317162
31,admin.,single,high.school,no,yes,no,cellular,jul,wed,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2,Adulto,0.7121441818789971
57,services,married,high.school,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5691290645617337
38,admin.,married,university.degree,no,no,no,telephone,nov,thu,1,13,1,success,-3.4,92.649,-30.1,0.714,5017.5,Adulto,0.9160759551365748
30,admin.,single,university.degree,no,no,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.8449334871154653
65,retired,married,university.degree,no,no,no,cellular,nov,fri,1,3,3,success,-3.4,92.649,-30.1,0.714,5017.5,Senior,0.9644546363152154
37,student,single,unknown,no,no,no,cellular,jun,fri,1,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Adulto,0.8521180575922365
24,admin.,single,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,0.6879150071242108
32,admin.,married,university.degree,no,no,yes,cellular,jun,thu,3,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,Adulto,0.9475907542203186
21,admin.,single,high.school,no,no,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Joven,0.5311706820236352
33,housemaid,married,high.school,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,Adulto,0.6680393994724317
27,admin.,single,university.degree,no,yes,yes,telephone,oct,fri,3,999,0,nonexistent,-3.4,92.431,-26.9,0.72,5017.5,Joven,0.7881822606395921
31,admin.,single,university.degree,no,no,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,Adulto,0.7986338493293139
45,unemployed,married,professional.course,unknown,no,no,telephone,sep,thu,1,6,2,failure,-1.1,94.199,-37.5,0.879,4963.6,Adulto,0.7304973025750152
33,admin.,married,high.school,no,no,no,cellular,aug,tue,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,Adulto,0.6832944118853082
67,housemaid,divorced,professional.course,no,no,no,cellular,aug,thu,1,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,Senior,0.9805677963559808
29,services,single,basic.6y,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Joven,0.5523915362321683
55,entrepreneur,married,professional.course,no,yes,no,telephone,oct,mon,2,999,0,nonexistent,-3.4,92.431,-26.9,0.739,5017.5,Maduro,0.7225695164964347
42,services,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5991507139928491
36,blue-collar,single,basic.6y,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,Adulto,0.849559741578162
29,blue-collar,married,basic.4y,no,yes,yes,cellular,mar,tue,2,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,Joven,0.8325604492249029
38,management,married,university.degree,no,no,no,cellular,jul,tue,5,999,0,nonexistent,-2.9,92.469,-33.6,0.908,5076.2,Adulto,0.7556540779990033
34,technician,single,university.degree,no,no,yes,telephone,sep,fri,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,Adulto,0.7201324944807653
21,student,single,university.degree,no,no,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Joven,0.8688085220819155
21,student,single,university.degree,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Joven,0.5758102992001995
37,unemployed,single,university.degree,no,yes,no,cellular,jun,thu,2,6,1,success,-1.7,94.055,-39.8,0.742,4991.6,Adulto,0.9246493651182635
47,blue-collar,married,basic.4y,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5895406430878843
47,admin.,divorced,university.degree,no,yes,no,cellular,apr,mon,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5080926999582125
53,blue-collar,married,basic.6y,no,no,no,cellular,jun,thu,3,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,Maduro,0.726979527760038
56,retired,married,basic.4y,no,no,no,cellular,mar,wed,2,9,2,failure,-1.8,93.369,-34.8,0.644,5008.7,Maduro,0.9620507314806666
54,admin.,married,university.degree,no,yes,no,cellular,jun,thu,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Maduro,0.8137922559858123
34,unemployed,single,professional.course,no,no,no,cellular,aug,fri,2,2,1,success,-2.9,92.201,-31.4,0.849,5076.2,Adulto,0.9286606534291791
25,student,single,professional.course,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,Joven,0.5726654860528975
45,technician,married,high.school,no,yes,no,cellular,aug,fri,2,999,0,nonexistent,-2.9,92.201,-31.4,0.825,5076.2,Adulto,0.771745646921352
60,retired,divorced,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.6847997197625146
48,management,married,university.degree,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,Maduro,0.7894152277096536
53,services,married,unknown,no,yes,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Maduro,0.7906457876000977
45,admin.,married,university.degree,no,yes,no,telephone,jul,thu,3,999,0,nonexistent,-2.9,92.469,-33.6,0.969,5076.2,Adulto,0.6369830730391369
27,admin.,single,university.degree,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.259,5099.1,Joven,0.5327939742627048
38,admin.,single,basic.9y,no,no,no,cellular,may,thu,2,999,0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7,Adulto,0.7772482721902501
42,services,married,high.school,no,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5991507139928491
35,blue-collar,single,high.school,no,no,no,cellular,oct,fri,1,6,1,success,-3.4,92.431,-26.9,0.73,5017.5,Adulto,0.9610918500021526
39,admin.,single,university.degree,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5979248862485291
37,entrepreneur,married,professional.course,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.5444000433791139
28,student,single,high.school,no,no,no,telephone,oct,thu,1,999,0,nonexistent,-3.4,92.431,-26.9,0.74,5017.5,Joven,0.824488803522197
30,self-employed,single,basic.9y,no,no,yes,telephone,oct,mon,1,999,0,nonexistent,-1.1,94.601,-49.5,0.953,4963.6,Joven,0.7983701538132695
24,student,single,basic.9y,no,unknown,unknown,cellular,sep,tue,1,999,0,nonexistent,-3.4,92.379,-29.8,0.788,5017.5,Joven,0.8686380728687674
41,blue-collar,divorced,basic.4y,no,no,yes,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.6004110685940817
38,technician,divorced,professional.course,no,no,yes,cellular,oct,tue,1,999,2,failure,-3.4,92.431,-26.9,0.742,5017.5,Adulto,0.7356387428157363
26,technician,single,professional.course,no,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Joven,0.688725402507977
26,self-employed,single,university.degree,no,yes,no,cellular,sep,thu,1,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,Joven,0.8354712706265788
42,blue-collar,married,basic.4y,no,no,no,cellular,apr,wed,3,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Adulto,0.6288933108845137
79,retired,married,basic.9y,no,no,no,cellular,may,tue,1,999,2,failure,-1.8,93.876,-40.0,0.668,5008.7,Senior,0.7495610862661811
76,retired,married,basic.4y,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,Senior,0.8440389732454515
45,entrepreneur,married,basic.4y,unknown,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.5995799944592735
60,admin.,married,university.degree,no,yes,no,cellular,may,mon,2,11,1,success,-1.8,92.893,-46.2,1.354,5099.1,Maduro,0.7829801619763381
36,technician,single,professional.course,no,no,no,cellular,dec,mon,1,999,0,nonexistent,-3.0,92.713,-33.0,0.717,5023.5,Adulto,0.8782167735702796
29,admin.,single,university.degree,no,no,yes,cellular,may,tue,2,3,1,success,-1.8,92.893,-46.2,1.266,5099.1,Joven,0.8331123367616537
29,admin.,married,high.school,no,yes,no,cellular,jun,wed,1,999,1,failure,-1.7,94.055,-39.8,0.727,4991.6,Joven,0.7155465447144851
37,admin.,married,university.degree,no,no,no,telephone,sep,wed,1,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,Adulto,0.7195449215986713
47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Maduro,0.6123323811327012
64,retired,married,professional.course,no,no,no,cellular,jun,tue,1,999,3,failure,-1.7,94.055,-39.8,0.761,4991.6,Senior,0.7033087801133496
49,admin.,divorced,high.school,no,no,no,cellular,apr,wed,2,999,0,nonexistent,-1.8,93.749,-34.6,0.642,5008.7,Maduro,0.8264540336065969
24,admin.,single,university.degree,no,yes,no,telephone,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,Joven,0.5311634097347682
61,retired,married,basic.4y,no,yes,yes,cellular,aug,fri,1,999,1,failure,-2.9,92.201,-31.4,0.849,5076.2,Senior,0.7752870878429585
55,admin.,single,high.school,no,yes,no,cellular,apr,tue,2,999,1,failure,-1.8,93.075,-47.1,1.423,5099.1,Maduro,0.539255718969222
22,student,single,high.school,no,no,no,cellular,aug,thu,2,3,1,success,-2.9,92.201,-31.4,0.873,5076.2,Joven,0.9590358192699064
35,technician,single,professional.course,no,yes,no,cellular,nov,thu,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,Adulto,0.7213866502161044
61,retired,married,high.school,no,no,no,telephone,oct,tue,1,999,0,nonexistent,-3.4,92.431,-26.9,0.728,5017.5,Senior,0.8282932795547879
25,student,single,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,Joven,0.5243401553364212
56,admin.,divorced,unknown,no,yes,no,telephone,jul,fri,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,Maduro,0.6404061579582948
50,admin.,divorced,basic.9y,no,yes,yes,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.596174268348331
31,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.6320722457839856
34,technician,married,professional.course,no,yes,yes,telephone,mar,mon,1,999,0,nonexistent,-1.8,92.843,-50.0,1.629,5099.1,Adulto,0.7076581594464212
33,unemployed,single,university.degree,no,no,no,telephone,jun,mon,1,999,1,failure,-2.9,92.963,-40.8,1.266,5076.2,Adulto,0.5226507407025474
25,technician,single,basic.9y,no,yes,no,cellular,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,Joven,0.8156434289842655
70,retired,married,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,Senior,0.8484154595995087
43,management,single,university.degree,no,no,no,cellular,oct,tue,1,999,1,failure,-3.4,92.431,-26.9,0.744,5017.5,Adulto,0.7989255279447542
31,services,married,unknown,no,yes,no,cellular,jun,tue,3,999,0,nonexistent,-2.9,92.963,-40.8,1.286,5076.2,Adulto,0.7665713161573823
36,management,married,university.degree,no,no,no,cellular,jun,tue,1,6,2,success,-1.7,94.055,-39.8,0.737,4991.6,Adulto,0.9272290702664264
29,management,married,university.degree,no,yes,no,cellular,aug,thu,1,4,2,success,-2.9,92.201,-31.4,0.873,5076.2,Joven,0.9419679176903043
23,student,single,high.school,no,no,no,cellular,jun,tue,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,Joven,0.8586853736141293
75,retired,married,basic.4y,no,no,no,cellular,oct,wed,2,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,Senior,0.9070768037370321
39,admin.,divorced,university.degree,no,yes,yes,cellular,jul,mon,10,999,1,failure,-1.7,94.215,-40.3,0.827,4991.6,Adulto,0.7875343617660264
25,services,single,high.school,no,yes,no,cellular,jun,thu,2,3,1,success,-2.9,92.963,-40.8,1.26,5076.2,Joven,0.9477293629549502
53,technician,married,professional.course,no,yes,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Maduro,0.6466338586334255
24,technician,single,university.degree,no,yes,no,cellular,may,fri,4,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Joven,0.5012510625501689
29,admin.,single,high.school,no,no,no,telephone,jul,thu,1,999,0,nonexistent,-1.7,94.215,-40.3,0.782,4991.6,Joven,0.8645122732854074
58,retired,married,professional.course,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Maduro,0.555708101414873
46,blue-collar,married,basic.9y,unknown,no,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5546439178455502
65,retired,married,basic.4y,no,yes,no,cellular,aug,tue,2,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,Senior,0.7525617675259945
51,admin.,divorced,high.school,no,no,no,cellular,aug,tue,1,6,2,failure,-2.9,92.201,-31.4,0.838,5076.2,Maduro,0.8642496104468609
43,services,married,high.school,no,no,yes,cellular,aug,tue,2,3,2,success,-2.9,92.201,-31.4,0.838,5076.2,Adulto,0.9241681671800079
39,management,single,university.degree,no,yes,no,cellular,apr,mon,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6279714677843944
42,technician,divorced,professional.course,no,yes,yes,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.483,5099.1,Adulto,0.6313883429140481
39,admin.,married,basic.9y,unknown,no,no,cellular,aug,thu,2,999,0,nonexistent,-2.9,92.201,-31.4,0.873,5076.2,Adulto,0.7356440137311975
32,unemployed,single,university.degree,no,no,no,cellular,apr,wed,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,Adulto,0.6702791251298521
34,blue-collar,married,high.school,no,yes,no,cellular,aug,wed,2,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,Adulto,0.6749625942881171
65,admin.,married,university.degree,no,yes,no,cellular,may,fri,3,999,1,failure,-1.8,93.876,-40.0,0.684,5008.7,Senior,0.7339814730605098
61,retired,married,university.degree,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-1.1,94.767,-50.8,1.05,4963.6,Senior,0.894656823587585
27,technician,single,university.degree,no,no,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,Joven,0.5431736656177371
19,student,single,unknown,no,yes,no,cellular,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,Joven,0.5095594301352034
35,entrepreneur,married,university.degree,no,yes,yes,telephone,oct,mon,1,999,0,nonexistent,-0.1,93.798,-40.4,5.0,5195.8,Adulto,0.6870875871155554
39,admin.,married,high.school,no,no,no,cellular,aug,thu,2,4,1,success,-2.9,92.201,-31.4,0.873,5076.2,Adulto,0.9382097181783978
29,admin.,married,basic.6y,no,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,Joven,0.5385910940818365
29,technician,single,professional.course,no,yes,no,cellular,jun,wed,2,6,1,success,-1.7,94.055,-39.8,0.704,4991.6,Joven,0.9450191289525268
55,retired,married,high.school,no,no,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,Maduro,0.538695803298013
53,admin.,divorced,university.degree,no,no,no,cellular,mar,thu,1,999,0,nonexistent,-1.8,93.369,-34.8,0.654,5008.7,Maduro,0.9122141828838205
24,services,single,high.school,no,yes,no,cellular,apr,tue,2,999,0,nonexistent,-1.8,93.075,-47.1,1.423,5099.1,Joven,0.6577547783118054
29,admin.,single,high.school,no,no,no,cellular,jun,wed,5,999,0,nonexistent,-1.7,94.055,-39.8,0.767,4991.6,Joven,0.7963834530549312
39,admin.,married,high.school,no,no,no,cellular,nov,mon,1,999,1,failure,-1.1,94.767,-50.8,1.05,4963.6,Adulto,0.7463581667026599
40,technician,single,professional.course,no,yes,yes,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.6330576923199939
43,management,married,university.degree,no,yes,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5076633735750808
32,student,married,high.school,no,no,no,cellular,apr,thu,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Adulto,0.6941239104387572
47,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.6104717645436387
45,technician,single,university.degree,no,no,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,Adulto,0.5140851225961578
66,management,divorced,university.degree,no,no,no,cellular,sep,tue,1,1,1,success,-3.4,92.379,-29.8,0.788,5017.5,Senior,0.9646861548679434
52,admin.,married,high.school,no,yes,yes,cellular,nov,fri,5,6,1,success,-0.1,93.2,-42.0,4.021,5195.8,Maduro,0.6759599579639879
36,self-employed,married,basic.9y,no,no,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.636446301753602
50,admin.,married,high.school,no,no,no,cellular,apr,mon,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5156581994699115
30,management,married,university.degree,no,no,no,cellular,oct,wed,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,Joven,0.9106140520404122
33,blue-collar,divorced,basic.9y,unknown,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,Adulto,0.5595861319106323
57,management,divorced,university.degree,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5849354963835097
28,technician,single,professional.course,no,yes,yes,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,Joven,0.5426946422425344
43,technician,married,high.school,no,yes,yes,cellular,sep,thu,1,3,2,success,-3.4,92.379,-29.8,0.809,5017.5,Adulto,0.9504451851811847
25,services,single,high.school,no,no,no,cellular,oct,mon,1,999,1,failure,-1.1,94.601,-49.5,0.977,4963.6,Joven,0.8165396935728855
66,retired,married,unknown,no,no,no,cellular,aug,wed,2,999,1,failure,-2.9,92.201,-31.4,0.879,5076.2,Senior,0.8083488202753698
86,retired,married,basic.4y,no,yes,no,cellular,sep,tue,3,999,0,nonexistent,-1.1,94.199,-37.5,0.881,4963.6,Senior,0.8459450924215183
41,admin.,married,university.degree,no,no,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1,Adulto,0.6710828995009375
24,admin.,single,university.degree,no,yes,no,cellular,apr,thu,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,Joven,0.6879150071242108
46,admin.,married,high.school,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Maduro,0.5859478897622106
58,admin.,married,university.degree,no,yes,no,cellular,mar,mon,5,999,2,failure,-1.8,93.369,-34.8,0.646,5008.7,Maduro,0.8130170366306712
37,management,married,university.degree,no,yes,no,cellular,apr,mon,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,Adulto,0.5943253942335693
50,admin.,single,basic.9y,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,Maduro,0.8189464690552001
30,blue-collar,single,university.degree,no,yes,yes,cellular,mar,fri,2,999,0,nonexistent,-1.8,92.843,-50.0,1.531,5099.1,Joven,0.8650392774050621
37,admin.,married,university.degree,no,yes,no,cellular,aug,tue,1,999,2,failure,-2.9,92.201,-31.4,0.859,5076.2,Adulto,0.6570801590021549
24,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,Joven,0.5010738193945486
65,retired,married,basic.4y,no,yes,yes,cellular,oct,wed,1,3,3,success,-1.1,94.601,-49.5,0.985,4963.6,Senior,0.9753323135336034
30,management,married,university.degree,no,yes,no,telephone,mar,mon,7,999,0,nonexistent,-1.8,92.843,-50.0,1.811,5099.1,Joven,0.7128459104550441
